date,company,bag_status,flight
2026-08-01,AZAL,Выдача до 30 минут,J2 809 
2026-08-01,Pegasus,Выдача до 30 минут,PC 1576 
2026-08-01,Победа,Выдача до 30 минут,ДР 194 
2026-08-01,ЮВТ АЭРО,Выдача до 30 минут,ЮВ 301 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6183 
2026-08-01,SCAT Airlines,Выдача до 30 минут,DV 815 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 250 
2026-08-01,Победа,Выдача до 30 минут,PBD 840 
2026-08-01,FLYONE Armenia,Выдача до 30 минут,УР 512 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6179 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 296 
2026-08-01,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9627 
2026-08-01,Победа,Выдача до 30 минут,PBD 860 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 456 
2026-08-01,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 613 
2026-08-01,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9609 
2026-08-01,flydubai,Выдача до 30 минут,FZ 989 
2026-08-01,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9619 
2026-08-01,Якутия,Выдача до 30 минут,ЯК 474 
2026-08-01,Северо-Запад,Выдача до 30 минут,НВЦ 9152 
2026-08-01,Победа,Выдача до 30 минут,ДР 404 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6181 
2026-08-01,Победа,Выдача до 30 минут,ДР 964 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 413 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 576 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6007 
2026-08-01,Победа,Выдача до 30 минут,ДР 1486 
2026-08-01,Turkish Airlines,Некорректно проставлены отметки,TK 3006 
2026-08-01,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут,ЖГ 932 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 3172 
2026-08-01,Победа,Выдача до 30 минут,ДР 210 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 3028 
2026-08-01,Pegasus,Выдача до 30 минут,PC 386 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 802F
2026-08-01,Nesma Airlines,Выдача до 30 минут,NE 492 
2026-08-01,Победа,Выдача до 30 минут,ДР 994B
2026-08-01,AJET,Выдача до 30 минут,VF 587 
2026-08-01,Победа,Выдача до 30 минут,ДР 208 
2026-08-01,AJET,Выдача до 30 минут,VF 277 
2026-08-01,Pegasus,Выдача от 30 до 40 минут,PC 1456 
2026-08-01,Nesma Airlines,Выдача до 30 минут,NE 606 
2026-08-01,Победа,Выдача до 30 минут,ДР 206B
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 3154 
2026-08-01,Ютэйр,Выдача от 30 до 40 минут,ЮТ 1376 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6189 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 808 
2026-08-01,Победа,Выдача до 30 минут,ДР 114 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 3060 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 3084 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 217 
2026-08-01,Turkish Airlines,Выдача от 30 до 40 минут,TK 409 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 3014 
2026-08-01,Победа,Выдача до 30 минут,ДР 1422 
2026-08-01,АЗУР эйр,Выдача до 30 минут,AZV 3006 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 421 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 3002 
2026-08-01,Pegasus,Выдача более 40 минут,PC 1521 
2026-08-01,Pegasus,Выдача более 40 минут,PC 1576 
2026-08-01,AJET,Выдача более 40 минут,VF 275 
2026-08-01,Turkish Airlines,Выдача от 30 до 40 минут,TK 3036 
2026-08-01,Победа,Выдача до 30 минут,ДР 1264 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 810 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 419 
2026-08-01,FLYONE Armenia,Выдача от 30 до 40 минут,3F 323 
2026-08-01,Алроса,Выдача до 30 минут,ЯМ 597 
2026-08-01,Победа,Выдача до 30 минут,ДР 744 
2026-08-01,SCAT Airlines,Выдача до 30 минут,DV 809 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6051 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 560 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6003 
2026-08-01,AZAL,Выдача до 30 минут,J2 807 
2026-08-01,Азимут,Выдача до 30 минут,А4 7020 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 352 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 400 
2026-08-01,FLYONE Armenia,Выдача до 30 минут,3F 321 
2026-08-01,Россия,Выдача до 30 минут,ФВ 6005 
2026-08-01,Вологодское АП,Не определено,ВГ 2390 
2026-08-01,Победа,Выдача до 30 минут,ДР 466 
2026-08-01,Не найдено,Выдача до 30 минут,TC 422 
2026-08-01,Red Sea,Выдача до 30 минут,4S 317 
2026-08-01,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2026-08-01,Shirak Avia,Выдача до 30 минут,ЮБГ 809 
2026-08-01,Победа,Выдача до 30 минут,ДР 714 
2026-08-01,Ютэйр,Выдача от 30 до 40 минут,ЮТ 356 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 454 
2026-08-01,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7072 
2026-08-01,Turkish Airlines,Выдача до 30 минут,TK 407 
2026-08-01,Pegasus,Выдача до 30 минут,PC 1458 
2026-08-01,Победа,Выдача до 30 минут,ДР 408 
2026-08-01,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9607 
2026-08-01,flydubai,Выдача до 30 минут,FZ 987A
2026-08-01,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7208 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 364 
2026-08-01,Pegasus,Выдача до 30 минут,PC 390 
2026-08-01,Белавиа,Выдача до 30 минут,В2 981 
2026-08-01,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9621 
2026-08-01,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9615 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 572 
2026-08-01,Ютэйр,Выдача до 30 минут,ЮТ 248 
2026-08-01,Победа,Выдача до 30 минут,ДР 414 
2026-08-01,Якутия,Выдача до 30 минут,ЯК 473 
2026-08-01,Победа,Выдача до 30 минут,ДР 436 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6175 
2026-08-02,Победа,Выдача до 30 минут,ДР 964 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 746 
2026-08-02,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 926 
2026-08-02,Победа,Выдача от 30 до 40 минут,ДР 856 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 596 
2026-08-02,Газпром авиа,Выдача до 30 минут,ГЗП 398 
2026-08-02,Алроса,Выдача до 30 минут,ЯМ 624 
2026-08-02,Победа,Выдача до 30 минут,ДР 114 
2026-08-02,Победа,Выдача до 30 минут,ДР 836 
2026-08-02,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7054 
2026-08-02,Победа,Выдача до 30 минут,PBD 840 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6177 
2026-08-02,Белавиа,Выдача до 30 минут,В2 985 
2026-08-02,flydubai,Выдача до 30 минут,FZ 989 
2026-08-02,Азимут,Выдача до 30 минут,А4 7010 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 415 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6037 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 276 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 417 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 364 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 400 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6025 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3066 
2026-08-02,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 937 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3008 
2026-08-02,Белавиа,Выдача до 30 минут,В2 983 
2026-08-02,Pegasus,Выдача до 30 минут,PC 388 
2026-08-02,Победа,Выдача до 30 минут,ДР 436 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3082 
2026-08-02,Ютэйр,Выдача более 40 минут,ЮТ 334 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 744 
2026-08-02,Победа,Выдача до 30 минут,ДР 262 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 398F
2026-08-02,Победа,Выдача до 30 минут,ДР 466 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 560 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6031 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6027 
2026-08-02,FLYONE Armenia,Выдача до 30 минут,3F 325 
2026-08-02,SCAT Airlines,Выдача до 30 минут,DV 813 
2026-08-02,Ютэйр,Выдача от 30 до 40 минут,ЮТ 802 
2026-08-02,Победа,Выдача до 30 минут,ДР 422 
2026-08-02,Победа,Выдача до 30 минут,ДР 968 
2026-08-02,Pegasus,Выдача до 30 минут,PC 1580 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 784 
2026-08-02,Победа,Выдача до 30 минут,ДР 194 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6185 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6181 
2026-08-02,Победа,Выдача до 30 минут,ДР 486 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 411 
2026-08-02,Nouvelair Tunisie,Выдача от 30 до 40 минут,BJ 814 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6169 
2026-08-02,ЮВТ АЭРО,Выдача до 30 минут,ЮВ 301 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6187 
2026-08-02,Азимут,Выдача до 30 минут,А4 7036 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 605 
2026-08-02,Pegasus,Выдача от 30 до 40 минут,PC 1576 
2026-08-02,Nesma Airlines,Выдача до 30 минут,NE 620 
2026-08-02,AZAL,Выдача до 30 минут,J2 803 
2026-08-02,Победа,Выдача до 30 минут,PBD 736 
2026-08-02,Победа,Выдача до 30 минут,ДР 994 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 180 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 250 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6179 
2026-08-02,FLYONE Armenia,Выдача до 30 минут,УР 512 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9627 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 296 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9609 
2026-08-02,Победа,Выдача до 30 минут,PBD 860 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 576 
2026-08-02,Газпром авиа,Выдача до 30 минут,ГЗП 260 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 374 
2026-08-02,Вологодское АП,Не определено,ВГ 2390 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9619 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 613 
2026-08-02,SCAT Airlines,Выдача до 30 минут,DV 815 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 398 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3120 
2026-08-02,Nesma Airlines,Выдача до 30 минут,NE 646 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6183 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 1231 
2026-08-02,Победа,Выдача до 30 минут,ДР 158 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3012 
2026-08-02,Turkish Airlines,Выдача от 30 до 40 минут,TK 3122 
2026-08-02,Nesma Airlines,Выдача от 30 до 40 минут,NE 638 
2026-08-02,АЗУР эйр,Выдача от 30 до 40 минут,AZV 3014 
2026-08-02,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 932 
2026-08-02,Nesma Airlines,Выдача от 30 до 40 минут,NE 490 
2026-08-02,Pegasus,Выдача от 30 до 40 минут,PC 1580 
2026-08-02,flydubai,Выдача до 30 минут,FZ 965A
2026-08-02,Pegasus,Выдача от 30 до 40 минут,PC 386 
2026-08-02,Nesma Airlines,Выдача до 30 минут,NE 600 
2026-08-02,AJET,Выдача от 30 до 40 минут,VF 587 
2026-08-02,Red Sea,Выдача до 30 минут,4S 325 
2026-08-02,flydubai,Выдача до 30 минут,FZ 987A
2026-08-02,Pegasus,Выдача от 30 до 40 минут,PC 1456 
2026-08-02,AJET,Выдача от 30 до 40 минут,VF 277 
2026-08-02,Turkish Airlines,Выдача от 30 до 40 минут,TK 419 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 764B
2026-08-02,Nesma Airlines,Выдача до 30 минут,NE 604 
2026-08-02,FLYONE Armenia,Выдача от 30 до 40 минут,3F 323 
2026-08-02,Nesma Airlines,Выдача от 30 до 40 минут,NE 642 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 802B
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3154 
2026-08-02,Turkish Airlines,Выдача от 30 до 40 минут,TK 409 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3178 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 211 
2026-08-02,Победа,Выдача до 30 минут,ДР 1994 
2026-08-02,AZAL,Выдача до 30 минут,J2 809 
2026-08-02,Победа,Выдача до 30 минут,ДР 264 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3014 
2026-08-02,AJET,Выдача от 30 до 40 минут,VF 275 
2026-08-02,Pegasus,Выдача от 30 до 40 минут,PC 1521 
2026-08-02,АЗУР эйр,Выдача до 30 минут,AZV 3010 
2026-08-02,Turkish Airlines,Выдача более 40 минут,TK 3084 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 217 
2026-08-02,Turkish Airlines,Выдача от 30 до 40 минут,TK 3002 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 421 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3036 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 376 
2026-08-02,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7008 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3006 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3164 
2026-08-02,Победа,Выдача до 30 минут,ДР 434 
2026-08-02,AZAL,Выдача от 30 до 40 минут,J2 5830 
2026-08-02,FLYONE Armenia,Выдача до 30 минут,3F 321 
2026-08-02,Aero Nomad,Выдача до 30 минут,КГ 555 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 786F
2026-08-02,Россия,Выдача до 30 минут,ФВ 6013 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 446 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6005 
2026-08-02,SCAT Airlines,Выдача до 30 минут,DV 801 
2026-08-02,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2026-08-02,AZAL,Выдача до 30 минут,J2 807 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3070 
2026-08-02,Nesma Airlines,Выдача до 30 минут,NE 618A
2026-08-02,Россия,Выдача до 30 минут,ФВ 6007 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 3076 
2026-08-02,Turkish Airlines,Выдача от 30 до 40 минут,TK 413 
2026-08-02,Shirak Avia,Выдача до 30 минут,ЮБГ 509 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 572 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6009 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6003 
2026-08-02,Pegasus,Выдача более 40 минут,PC 390 
2026-08-02,Якутия,Выдача до 30 минут,ЯК 475 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9613 
2026-08-02,Red Sea,Выдача до 30 минут,4S 313 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 726 
2026-08-02,Pegasus,Выдача до 30 минут,PC 1458 
2026-08-02,Turkish Airlines,Выдача до 30 минут,TK 407 
2026-08-02,Победа,Выдача до 30 минут,ДР 414 
2026-08-02,Победа,Выдача до 30 минут,ДР 404 
2026-08-02,Победа,Выдача до 30 минут,ДР 730 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6019 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9607 
2026-08-02,Белавиа,Выдача до 30 минут,В2 981 
2026-08-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9615 
2026-08-02,Победа,Выдача до 30 минут,ДР 744 
2026-08-02,Победа,Выдача до 30 минут,ДР 742 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 454 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 248 
2026-08-02,Россия,Выдача до 30 минут,ФВ 6051 
2026-08-02,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7154 
2026-08-02,Ютэйр,Выдача до 30 минут,ЮТ 356 
2026-08-02,Turkish Airlines,Выдача от 30 до 40 минут,TK 3060 
